数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rc,ginsenoside Rc,C53H90O22,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1077.5851/1123.5906,945、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rd,ginsenoside Rd,C48H82O18,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,945.5428/991.5483,783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rg3,ginsenoside Rg3,C42H72O13,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,783.49/829.4955,621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rs1,ginsenoside Rs1,C55H92O23,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1119.5957/1165.6011,1077、 1059、 945、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rs2,ginsenoside Rs2,C55H92O23,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1119.5957/1165.6011,1077、 1059、 945、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rs3,ginsenoside Rs3,C44H74O14,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,825.5006/871.5061,783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rb1,malonyl-ginsenoside Rb1,C57H94O26,三萜皂苷,,[M-H]-,,,1193.5961,1107、 945、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rb2,malonyl-ginsenoside Rb2,C56H92O25,三萜皂苷,,[M-H]-,,,1163.5855,1077、 915、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rb3,malonyl-ginsenoside Rb3,C56H92O25,三萜皂苷,,[M-H]-,,,1163.5855,1077、 915、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rc,malonyl-ginsenoside Rc,C56H92O25,三萜皂苷,,[M-H]-,,,1163.5855,1077、 915、 783、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rd,malonyl-ginsenoside Rd,C51H84O21,三萜皂苷,,[M-H]-,,,1031.5432,945、 783、 765、 621、 459
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rg1,ginsenoside Rg1,C42H72O14,三萜皂苷,,[M+HCOOH-H]-,,,845.4904,637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rf,ginsenoside Rf,C42H72O14,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,799.4849/845.4904,637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rg2,ginsenoside Rg2,C42H72O13,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,783.49/829.4955,637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Re,ginsenoside Re,C48H82O18,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,945.5428/,799、 783、 637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,三七皂苷R1,notoginsenoside R1,C47H80O18,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,931.5272/977.5327,799、 637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,三七皂苷R2,notoginsenoside R2,C41H70O13,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,769.4744/815.4798,637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rg1,malonyl-ginsenoside Rg1,C45H74O17,三萜皂苷,,[M-H]-,,,885.4853,781、 637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Rf,malonyl-ginsenoside Rf,C45H74O17,三萜皂苷,,[M-H]-,,,885.4853,781、 619、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,丙二酰基人参皂苷Re,malonyl-ginsenoside Re,C51H84O21,三萜皂苷,,[M-H]-,,,1031.5432,945、 799、 637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,20-葡萄糖基人参皂苷Rf,20-Glc-ginsenoside Rf,C48H82O19,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,961.5378/1007.5432,799、 637、 475
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Ro,ginsenoside Ro,C48H76O19,三萜皂苷,,[M-H]-,,,955.4908,793、 613、 569、 453
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷F4/Rg6,ginsenoside F4/Rg6,C42H70O12,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,765.4795/811.4849,619、 457
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rg5/Rk1,ginsenoside Rg5/Rk1,C42H70O12,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,765.4795/811.4849,603、 441
TCM-SM-MS DB,生晒参/大力参,生晒参大力参,人参皂苷Rh1/Rk3,ginsenoside Rh1/Rk3,C36H60O8,三萜皂苷,,[M+HCOOH-H]-,,,665.4274,57
TCM-SM-MS DB,人参,人参-黄连共煎,20-葡萄糖基人参皂苷Rf,20-glc-ginsenoside Rf,C48H82O19,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,961.5379/1007.542,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Rf,ginsenoside Rf,C42H72O14,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,799.483/845.488,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Ra3,ginsenoside Ra3,C59H100O27,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1239.636/1285.630,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Rb1,ginsenoside Rb1,C54H92O23,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1107.593/1153.599,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Ra2,ginsenoside Ra2,C58H98O26,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1209.622/1255.628,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Rb3,ginsenoside Rb3,C53H90O22,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1077.584/1123.588,
TCM-SM-MS DB,人参,人参-黄连共煎,人参皂苷Rs2,ginsenoside Rs2,C55H92O23,三萜皂苷,,[M-H]-/[M+HCOOH-H]-,,,1119.591/1165.597,
TCM-SM-MS DB,人参,人参-黄连共煎,齐墩果酸,oleanolic acid,C30H48O3,三萜酸,,[M-H]-,,,455.352,
TCM-SM-MS DB,红参,益气复脉冻干粉,20-葡萄糖基人参皂苷Rf异构体,20-glc-ginsenoside Rf isomer,C48H82O19,三萜皂苷,,[M-H]-,,,961.537,799.4815、 637.4326、 475.3810、 221.0638、 161.0425、 119.0353、 113.0263、 101.0238
TCM-SM-MS DB,红参,益气复脉冻干粉,三七皂苷R1异构体,notoginsenoside R1 isomer,C47H80O18,三萜皂苷,,[M-H]-,,,931.5274,799.4820、 637.4355、 293.0876、 149.0914、 131.0255、 113.0255、 101.0246
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rg1,ginsenoside Rg1,C42H72O14,三萜皂苷,,[M+HCOO]-,,,845.489,799.4840、 637.4329、 475.3859、 179.0558、 161.0449、 143.0349、 119.0346、 113.0234、 101.0240
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Re,ginsenoside Re,C48H82O18,三萜皂苷,,[M-H]-,,,945.5429,799.4873、 637.4314、 179.0551、 161.0443、 143.0366、 113.0247、 101.0247
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rf,ginsenoside Rf,C42H72O14,三萜皂苷,,[M-H]-,,,799.4847,637.4361、 475.3839、 221.0632、 161.0452、 149.0410、 143.0346、 119.0350、 113.0227、 101.0230
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Ra3异构体,ginsenoside Ra3 isomer,C59H100O27,三萜皂苷,,[M-H]-,,,1239.6397,1107.5961、 945.5422、 783.4965、 621.6337、 459.3809、 232.1004、 149.0422、 101.0254
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷F3异构体,ginsenoside F3 isomer,C41H70O13,三萜皂苷,,[M-H]-,,,769.4769,637.4319、 475.3817、 161.0433、 143.0392、 131.0306、 113.0250、 101.0242
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Ra1异构体,ginsenoside Ra1 isomer,C58H98O26,三萜皂苷,,[M-H]-,,,1209.6218,1107.5923、 945.5426、 783.4997、 621.4372、 459.3872、 323.0962、 131.0334
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rb1,ginsenoside Rb1,C54H92O23,三萜皂苷,,[M-H]-,,,1107.5966,945.5483、 783.4973、 621.4378、 459.3793、 323.0970、 221.0651、 179.0539、 101.0237
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rg2异构体,ginsenoside Rg2 isomer,C42H72O13,三萜皂苷,,[M+HCOO]-,,,829.4955,783.4881、 637.4303、 475.3843、 161.0400、 145.0454、 113.0240、 101.0248
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rh1异构体,ginsenoside Rh1 isomer,C36H62O9,三萜皂苷,,[M+HCOO]-,,,683.4381,637.4351、 475.3835、 161.0439、 113.0198、 101.0224
TCM-SM-MS DB,红参,益气复脉冻干粉,异人参皂苷Rg2异构体,isoginsenoside Rg2 isomer,C42H72O13,三萜皂苷,,[M+HCOO]-,,,829.4972,783.4861、 637.4393、 475.3820、 161.0455、 119.0323、 113.0224、 101.0230
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rc异构体,ginsenoside Rc isomer,C53H90O22,三萜皂苷,,[M-H]-,,,1077.582,945.5389、 783.4961、 621.4312、 459.3872、 221.0611、 179.0514、 161.0436、 131.0329、 113.0242、 101.0239
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rb2异构体,ginsenoside Rb2 isomer,C53H90O22,三萜皂苷,,[M-H]-,,,1077.5815,945.5453、 783.4920、 621.4394、 459.3876、 179.0544、 161.0437、 149.0447、 131.0340、 113.0227、 101.0228
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rb3异构体,ginsenoside Rb3 isomer,C53H90O22,三萜皂苷,,[M-H]-,,,1077.5867,945.5442、 783.4967、 621.4310、 459.3854、 221.0678、 161.0425、 149.0429、 131.0332、 113.0229、 101.0224
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rd异构体,ginsenoside Rd isomer,C48H82O18,三萜皂苷,,[M-H]-,,,945.5437,783.4898、 621.4338、 459.3831、 221.0688、 179.0555、 161.0421、 143.0319、 119.0338、 113.0240、 101.0232
TCM-SM-MS DB,红参,益气复脉冻干粉,异人参皂苷Rg5异构体,isoginsenoside Rg5 isomer,C42H70O12,三萜皂苷,,[M-H]-,,,783.4824,621.4322、 459.3847、 161.0457、 143.0396、 119.0395、 113.0213、 101.0223
TCM-SM-MS DB,红参,益气复脉冻干粉,人参皂苷Rg5异构体,ginsenoside Rg5 isomer,C42H70O12,三萜皂苷,,[M+HCOO]-,,,829.4928,783.4872、 621.4352、 459.3837、 323.1022、 221.0638、 179.0531、 161.0457、 143.0315、 119.0309、 113.0247、 101.0253
TCM-SM-MS DB,人参,芪冬颐心口服液,人参皂苷Rg1/Rf,ginsenoside Rg1/Rf,C42H72O14,三萜皂苷,[M+H]+,,823.4781,799.4815、 637.4310、 475.3802,,
TCM-SM-MS DB,人参,芪冬颐心口服液,人参皂苷Rb1,ginsenoside Rb1,C54H92O23,三萜皂苷,[M+H]+,,1131.5901,1107.5886、 945.5379、 783.4863、 179.0510,,
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Rb1,Ginsenoside Rb1,C54H92O23,三萜皂苷,[M+H]+,,1109.6128,985.0284、 443.3883、 789.4783、 879.4584、 880.445、 1023.5370,,
TCM-SM-MS DB,人参,九味镇心颗粒,丙二酰基人参皂苷Rc,Malonyl-ginsenoside Rc,C56H92O25,三萜皂苷,[M+H]+,,1165.6105,895.0855、 147.1168、 159.1168、 189.1637、 227.1794、 831.5100,,
TCM-SM-MS DB,人参,九味镇心颗粒,malkangunin,malkangunin,C24H30O8,三萜皂苷,[M+Na]+,,455.2026,161.0597、 245.0808、 273.0757、 322.1563、 342.1461、 344.1254,,
TCM-SM-MS DB,人参,九味镇心颗粒,精氨酸双糖苷,Arginyl-fructose,C12H23N4O7,其他,[M+Na]+,,521.2099,147.0651、 299.0873、 322.1132、 323.1210、 357.1418、 425.2129,,
TCM-SM-MS DB,人参,九味镇心颗粒,6-甲氧基木犀草素7α-人参L-鼠李糖苷,6-methoxyluteolin 7α-ginseng L-rhamnoside,C22H22O11,黄酮,[M+Na]+,,485.106,404.1112、 115.0036、 125.0244、 129.0193、 143.0349、 323.0197、 353.0666、 161.0455、 101.0244,,
TCM-SM-MS DB,人参,九味镇心颗粒,11-十六碳炔,11-hexadecynoic acid,C16H28O2,其他,[M+Na]+,,245.2248,95.0855、 97.1011、 109.1011、 111.1168、 123.1168、 151.1481,,
TCM-SM-MS DB,人参,九味镇心颗粒,精氨酸双糖苷,Arginyl-fructose,C12H23N4O7,其他,,[M-H]-,,,497.2085,132.0302、 145.0982、 173.104、 204.0513、 213.135、 235.0823
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Rf,Ginsenoside Rf,C42H72O14,三萜皂苷,,[M+HCOO]-,,,845.4881,112.9880、 475.3792、 619.4215、 637.4321、 765.4794、 781.4743
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Rg1,Ginsenoside Rg1,C42H72O14,三萜皂苷,,[M+HCOO]-,,,845.4879,287.1500、 391.2853、 475.3792、 637.4321
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Rb1,Ginsenoside Rb1,C54H92O23,三萜皂苷,,[M+HCOO]-,,,1153.5954,323.0983、 459.3843、 621.4371、 783.5021、 945.5435、 1049.5048、 1059.5745
TCM-SM-MS DB,人参,九味镇心颗粒,三七皂苷R2,Notoginsenoside R2,C41H70O13,三萜皂苷,,[M+HCOO]-,,,815.476,221.0666、 225.1496、 264.1578、 475.3792、 574.2994、 637.4321
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Rg3,Ginsenoside Rg3,C42H72O13,三萜皂苷,,[M+HCOO]-,,,829.4926,425.3061、 455.3166、 475.3792、 621.4371、 637.4321、 765.4794
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Ro,Ginsenoside Ro,C48H76O19,三萜皂苷,,[M-H]-,,,955.4863,311.1347、 523.3792、 551.3742、 569.3847、 835.4485、 836.4199、 613.3382
TCM-SM-MS DB,人参,九味镇心颗粒,丙二酰人参皂苷Rc,Malonyl-ginsenoside Rc,C56H92O25,三萜皂苷,,[M-H]-,,,1163.5794,604.3100、 621.4371、 783.4900、 897.5217、 1029.5639、 1105.5800
TCM-SM-MS DB,人参,九味镇心颗粒,丙二酰基人参皂苷Rd,Malonyl-ginsenoside Rd,C51H84O21,三萜皂苷,,[M-H]-,,,1031.5394,621.4371、 765.4794、 879.4958、 889.3710、 927.5322、 973.5377、 987.5534
TCM-SM-MS DB,人参,九味镇心颗粒,人参皂苷Re,Ginsenoside Re,C48H82O18,三萜皂苷,,[M+HCOO]-,,,991.5454,112.9880、 475.3792、 619.4215、 765.4794、 781.4743、 913.4802、 637.4321、 783.4900
TCM-SM-MS DB,人参,九味镇心颗粒,吡喃葡糖苷,Glucopyranoside,C13H24O6,其他,,[M+HCOO]-,,,529.3035,149.0971、 233.1547、 249.1496、 295.2278
TCM-SM-MS DB,人参,九味镇心颗粒,顺-11-二十烯酸甲酯,cis-11-eicosenoic acid methyl ester,C21H40O2,其他,,[M+HCOO]-,,,369.3022,141.0921、 253.2173、 275.2380、 279.2329
TCM-SM-MS DB,人参,九味镇心颗粒,"3-carboxy-3,4-dideoxy-D-erythro-pentaric acid","3-carboxy-3,4-dideoxy-D-erythro-pentaric acid",C6H8O7,有机酸,,[M+Cl]-,,,226.9967,85.0295、 87.0087、 111.0087、 129.0193、 154.9986
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rg1,Ginsenoside Rg1,C42H72O14,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,799.4864、 845.5144,637.3608、 619.3511、 475.3180
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Re,Ginsenoside Re,C48H82O18,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,945.4615、 991.5750,783.4135、 637.3602、 475.3213
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rf,Ginsenoside Rf,C42H72O14,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,799.8120、 845.5070,637.3661、 475.3233
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rb1,Ginsenoside Rb1,C54H92O23,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,1107.5159、 1153.5166,945.4609、 783.4155、 621.3701、 459.3258
TCM-SM-MS DB,人参,血塞通注射液,20(S)-人参皂苷Rg2,20(S)-Ginsenoside Rg2,C42H72O13,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,783.5105、 829.5118,637.4383、 475.3781
TCM-SM-MS DB,人参,血塞通注射液,20(S)-人参皂苷Rh1,20(S)-Ginsenoside Rh1,C36H62O9,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,637.3685、 683.4458,475.324
TCM-SM-MS DB,人参,血塞通注射液,20(R)-人参皂苷Rg2,20(R)-Ginsenoside Rg2,C42H72O13,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,783.5105、 829.5121,637.4383、 475.3781
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rb2,Ginsenoside Rb2,C53H90O22,三萜皂苷,,[M-H]-,,,1077.583,945.4604、 915.4525、 783.4136、 621.3721
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rb3,Ginsenoside Rb3,C53H90O22,三萜皂苷,,[M-H]-,,,1077.5852,945.4620、 915.4503、 783.4180、 621.3743
TCM-SM-MS DB,人参,血塞通注射液,20(R)-人参皂苷Rh1,20(R)-Ginsenoside Rh1,C36H62O9,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,637.3685、 683.4465,475.324
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷F1,Ginsenoside F1,C36H62O9,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,637.3685、 683.4449,475.324
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rd,Ginsenoside Rd,C48H82O18,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,945.4642、 991.5764,783.4113、 621.3679、 459.3201
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rc,Ginsenoside Rc,C53H90O22,三萜皂苷,,[M-H]-,,,1077.5813,945.4620、 915.4503、 783.4180、 621.3743
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷F2,Ginsenoside F2,C42H72O13,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,783.5292、 829.5162,621.4398、 459.3852
TCM-SM-MS DB,人参,血塞通注射液,20(S)-人参皂苷Rg3,20(S)-Ginsenoside Rg3,C42H72O13,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,783.5049、 829.5152,621.3882、 459.3852
TCM-SM-MS DB,人参,血塞通注射液,20(R)-人参皂苷Rg3,20(R)-Ginsenoside Rg3,C42H72O13,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,783.5049、 829.5117,621.3882、 459.3852
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rk1,Ginsenoside Rk1,C42H70O12,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,765.3970、 811.4832,603.3490、 441.2345
TCM-SM-MS DB,人参,血塞通注射液,人参皂苷Rg5,Ginsenoside Rg5,C42H70O12,三萜皂苷,,"[M-H]-, [M+HCOO]-",,,765.3970、 811.4824,441.2365
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rb1,Ginsenoside Rb1,C54H92O23,三萜皂苷,,[M+HCOO]-,,,1153.5975,1107.5969、 945.5563、 783.5074、 621.4439、 603.424、 459.3911
TCM-SM-MS DB,红参,红参醇提液,丙二酰基人参皂苷Rb1,Malonyl-ginsenoside Rb1,C57H94O26,三萜皂苷,,[M-H]-,,,1193.5962,1149.6246、 1107.6017、 1089.5750、 945.5563、 927.5411、 783.5074、 765.4794、 621.4439、 459.3911
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Re,Ginsenoside Re,C48H82O18,三萜皂苷,,[M-H]-,,,945.5428,799.4892、 783.4951、 765.4794、 637.4429、 619.4235、 475.4026
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rg1,Ginsenoside Rg1,C42H72O14,三萜皂苷,,[M-H]-,,,799.4847,637.4330、 475.3762
TCM-SM-MS DB,红参,红参醇提液,20-O-葡萄糖基人参皂苷Rf,20-O-Glucosylginsenoside Rf,C48H82O19,三萜皂苷,,[M-H]-,,,961.5565,799.5016、 637.4429、 475.3930
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rf,Ginsenoside Rf,C42H72O14,三萜皂苷,,[M-H]-,,,799.5016,637.4429、 475.3839
TCM-SM-MS DB,红参,红参醇提液,20(S)-人参皂苷Rg2,20(S)-Ginsenoside Rg2,C42H72O13,三萜皂苷,,[M-H]-,,,783.4951,637.4429、 475.3835
TCM-SM-MS DB,红参,红参醇提液,20(S)-人参皂苷Rh1,20(S)-Ginsenoside Rh1,C36H62O9,三萜皂苷,,[M+HCOO]-,,,683.4503,637.4319、 475.4026
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rc,Ginsenoside Rc,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5563、 783.4951、 621.4439、 459.4005
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rb2,Ginsenoside Rb2,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5294、 783.4951、 621.4330
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rb3,Ginsenoside Rb3,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5294、 783.4951、 621.4330
TCM-SM-MS DB,红参,红参醇提液,丙二酰基人参皂苷Rc,Malonyl-ginsenoside Rc,C56H92O25,三萜皂苷,,[M-H]-,,,1163.6121,1119.6162、 1077.6041、 945.5698、 783.5074、 621.4439
TCM-SM-MS DB,红参,红参醇提液,丙二酰基人参皂苷Rb2,Malonyl-ginsenoside Rb2,C56H92O25,三萜皂苷,,[M-H]-,,,1163.5984,1077.6041、 945.5698、 783.4951、 621.4439、 459.3723
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rd,Ginsenoside Rd,C48H82O18,三萜皂苷,,[M-H]-,,,945.5563,783.4951、 621.4439、 459.3911
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rg3,Ginsenoside Rg3,C42H72O13,三萜皂苷,,[M-H]-,,,783.489,621.4341、 459.3825
TCM-SM-MS DB,红参,红参醇提液,人参皂苷Rg5,Ginsenoside Rg5,C42H70O12,三萜皂苷,,[M-H]-,,,765.4754,603.4259
TCM-SM-MS DB,红参,红参醇提液,20(S)-人参皂苷Rh2,20(S)-Ginsenoside Rh2,C36H62O8,三萜皂苷,,[M+HCOO]-,,,667.4478,621.4393、 459.3957
TCM-SM-MS DB,红参,红参加工过程,20(R/S)-人参皂苷Rg3,20(R/S)-Ginsenoside Rg3,C42H72O13,三萜皂苷,,[M-H]-/[M+HCOO]-,,,783.4890/829.4874、 829.5004,621.4341、 459.3825、 459.3968
TCM-SM-MS DB,红参,红参加工过程,20(R/S)-人参皂苷Rg2,20(R/S)-Ginsenoside Rg2,C42H72O13,三萜皂苷,,[M-H]-/[M+HCOO]-,,,783.4951/829.5131,637.4429、 475.3835
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rg5,Ginsenoside Rg5,C42H70O12,三萜皂苷,,[M-H]-/[M+HCOO]-,,,765.4754/811.4821,603.4259
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rk1,Ginsenoside Rk1,C42H70O12,三萜皂苷,,[M-H]-/[M+HCOO]-,,,765.4799/811.4813,603.4298
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Re,Ginsenoside Re,C48H82O18,三萜皂苷,,[M-H]-/[M+HCOO]-,,,945.5428/991.5467,783.4951、 637.4429、 475.3835
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rg1,Ginsenoside Rg1,C42H72O14,三萜皂苷,,[M-H]-/[M+HCOO]-,,,799.4847/845.4894,637.4330、 475.3762
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rf,Ginsenoside Rf,C42H72O14,三萜皂苷,,[M-H]-/[M+HCOO]-,,,799.5016/845.4891,637.4429、 475.3839
TCM-SM-MS DB,红参,红参加工过程,20-O-葡萄糖基人参皂苷Rf,20-O-Glucosylginsenoside Rf,C48H82O19,三萜皂苷,,[M-H]-/[M+HCOO]-,,,961.5565/1007.5417,799.5016、 637.4429、 475.3930
TCM-SM-MS DB,红参,红参加工过程,三七皂苷R1,Notoginsenoside R1,C47H80O18,三萜皂苷,,[M-H]-/[M+HCOO]-,,,931.5344/977.5271,799.5016、 637.4429、 475.3835
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rb1,Ginsenoside Rb1,C54H92O23,三萜皂苷,,[M-H]-,,,1107.6017,945.5563、 783.5074、 621.4439、 459.3911
TCM-SM-MS DB,红参,红参加工过程,丙二酰基人参皂苷Rb1,Malonyl-ginsenoside Rb1,C57H94O26,三萜皂苷,,[M-H]-,,,1193.6255,1149.6246、 1107.6017、 945.5563、 783.5074、 621.4439、 459.3911
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rc,Ginsenoside Rc,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5563、 783.4951、 621.4439、 459.4005
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rb2,Ginsenoside Rb2,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5294、 783.4951、 621.4330
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rb3,Ginsenoside Rb3,C53H90O22,三萜皂苷,,[M-H]-,,,1077.6041,945.5294、 783.4951、 621.4330
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rd,Ginsenoside Rd,C48H82O18,三萜皂苷,,[M-H]-,,,945.5563,783.4951、 621.4439、 459.3911
TCM-SM-MS DB,红参,红参加工过程,人参皂苷F1,Ginsenoside F1,C36H62O9,三萜皂苷,,[M+HCOO]-,,,683.4274、 683.4389,637.4429、 475.3835
TCM-SM-MS DB,红参,红参加工过程,三七皂苷R2,Notoginsenoside R2,C41H70O13,三萜皂苷,,[M-H]-/[M+HCOO]-,,,769.4719/815.4776,637.4319、 475.3835
TCM-SM-MS DB,红参,红参加工过程,20(R/S)-人参皂苷Rh1,20(R/S)-Ginsenoside Rh1,C36H62O9,三萜皂苷,,[M+HCOO]-,,,683.4503、 683.4512,637.4319、 475.4026
TCM-SM-MS DB,红参,红参加工过程,人参皂苷Rg5/Rk1,Ginsenoside Rg5/Rk1,C42H70O12,三萜皂苷,,[M-H]-/[M+HCOO]-,,,765.4799、 765.4754/811.4813、 811.4821,603.4298、 603.4259
TCM-SM-MS DB,黑参,黑参入血成分,人参皂苷Rg1,Ginsenoside Rg1,C42H72O14,三萜皂苷,,[M-H]-,845.486,637.4299、 475.3805,,
